"Nama dan Tanggal","Nama","Tanggal","Rating","Review"
"hidayat vira 18 April 2021 	","hidayat vira","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membanty"
"evi riawati 17 Februari 2021 	","evi riawati","17 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Saat membantu di masa pandemi. Dokternya bagus²"
"Thufeil Rodriguez 1 April 2021 	","Thufeil Rodriguez","1 April 2021","Diberi rating 5 bintang dari 5 bintang","Mantaappp dan sangat mbantu dalam ke adaan darurat"
"Achmad Hofi 27 Februari 2021 	","Achmad Hofi","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Saya sngat puas dengan dokter yg kasih arahan trimakasih"
"Sulistari Air Gegas 4 Maret 2021 	","Sulistari Air Gegas","4 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Puas dgn pelayanannya Semoga berkah dan sehat selalu"
"Niki Kusmawati 1 April 2021 	","Niki Kusmawati","1 April 2021","Diberi rating 5 bintang dari 5 bintang","Obat dari dokternya sangat manjur makasih dok🙏"
"edestius charlie 12 Maret 2021 	","edestius charlie","12 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya ramah dan sgt perhatian, trimakasih halodoc"
"Chaerachfi 21 Maret 2021 	","Chaerachfi","21 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Amat sangat membantu, terutama di kala pandemin"
"anissa kahi 3 April 2021 	","anissa kahi","3 April 2021","Diberi rating 5 bintang dari 5 bintang","Membantu sekali dan dokternya juga ramah²"
"Dhita Novilia 2 April 2021 	","Dhita Novilia","2 April 2021","Diberi rating 5 bintang dari 5 bintang","sangat terbantu di masa pandemi gini buat yg masi parno ke rs"
"Lestha Coco 27 Maret 2021 	","Lestha Coco","27 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dr. ramah..respons cepat..terimakasih"
"gozali abi 18 Maret 2021 	","gozali abi","18 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Singkat padat jelas gapake lama chat sama dokter spesialis👍🏼"
"adin abanat ѕωєєт 1 April 2021 	","adin abanat ѕωєєт","1 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu di saat situasi sperti bgni"
"Evi Yani Astuti 29 Maret 2021 	","Evi Yani Astuti","29 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Ah....nyaman bgt dokternya. Suka deh"
"renny rhemayani 19 Maret 2021 	","renny rhemayani","19 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Respon dokter cepat dan detail..dan pengiriman obat agt cepat"
"Shelly Fitrianty 28 Februari 2021 	","Shelly Fitrianty","28 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Respon dokternya baik2....Aplikasi sangat membantu pasien"
"Sari Shenshen Setiyowati 17 Maret 2021 	","Sari Shenshen Setiyowati","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu ketika pandemi dan si kecil demam"
"Niar Bunga 11 Maret 2021 	","Niar Bunga","11 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Bener2 membantu sekali dengan adanya aplikasi ini"
"eric hambuako 4 April 2021 	","eric hambuako","4 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Evi Sopiah 27 Februari 2021 	","Evi Sopiah","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali. Terima kasih halodoc..."
"vio vio 27 Maret 2021 	","vio vio","27 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Trima kasih,atas bantuannya hello dok"
"Farrel Erlangga 10 April 2021 	","Farrel Erlangga","10 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"William Natanael 17 Maret 2021 	","William Natanael","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dgn menggunakan Halodoc-Dokter."
"Erni Laila 18 Maret 2021 	","Erni Laila","18 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Pelayanannya bagus... obatnya jg cepat nyampenya...."
"priyatama production 4 April 2021 	","priyatama production","4 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Hendra Raharja 4 April 2021 	","Hendra Raharja","4 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu"
"Yuni Sr 4 Maret 2021 	","Yuni Sr","4 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Alhamdulillah dulu pakai halodoc gratis dan sekarang bayar"
"Zulaikha Azmali Sururi 24 Februari 2021 	","Zulaikha Azmali Sururi","24 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Dokter nya jelas penjelasannya dan mendapat resep juga"
"Ema Rahmawati 18 Februari 2021 	","Ema Rahmawati","18 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dalam kondisi yg tak menentu ini."
"Syafutriama Febriyanti 8 Maret 2021 	","Syafutriama Febriyanti","8 Maret 2021","Diberi rating 5 bintang dari 5 bintang","The best 👍👍👍 membantu sekali di mada pandemi seperti ini 😍"
"Au Hyone 12 Februari 2021 	","Au Hyone","12 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu tidak perlu keluar rumah Makasih"
"Farah Zahira 28 Februari 2021 	","Farah Zahira","28 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Bagaimana cara Like dokter di aplikasi halodoc?"
"Lanny Dwisalyati 5 April 2021 	","Lanny Dwisalyati","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dikala pendemi seperti ini"
"Yuliawan Andri Putra 15 April 2021 	","Yuliawan Andri Putra","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu."
"AHE Gledek 23 Maret 2021 	","AHE Gledek","23 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya ramah, respon cepat dan kooperatif"
"adinda elvira 16 Februari 2021 	","adinda elvira","16 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya ramah2 dan sangat menjelaskan secara detail"
"Alfian Emil 3 April 2021 	","Alfian Emil","3 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu kebutuhan obat. Tks"
"Fitrayeni Indah 20 Februari 2021 	","Fitrayeni Indah","20 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Bagus sekali sangat menolong, terima kasih .. 🥰"
"Valentinus Toto 1 Maret 2021 	","Valentinus Toto","1 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Saya sdh daftar vaksin tgl 28 Maret bagaimana menceknya"
"yulia widiastuti 18 Februari 2021 	","yulia widiastuti","18 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu di masa pandemi ini..trima ksh"
"Pieter L 22 Maret 2021 	","Pieter L","22 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Semudah diklik, praktis dan sangat membantu👌"
"Dinar Rinaldi 9 Maret 2021 	","Dinar Rinaldi","9 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Pelayanannya ramah . Paham dengan bidangnya"
"mood explode 13 Maret 2021 	","mood explode","13 Maret 2021","Diberi rating 4 bintang dari 5 bintang","bagus aplikasi nya terasa punya dokter pribadi terimakasih halodoc"
"Firna Firna23 16 Februari 2021 	","Firna Firna23","16 Februari 2021","Diberi rating 5 bintang dari 5 bintang","sangat memudahkan konsultasi tanpa keluar rumah"
"We Sing 20 Februari 2021 	","We Sing","20 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dan pelayanan dokter memuaskan"
